num_lectures,price,days_since_published,content_duration
29,40,1745,2.5
49,50,2122,7.0
16,0,1923,1.5
56,200,2349,4.0
7,20,2362,0.6333333333333333
68,50,2314,5.0
23,20,1767,1.5
6,60,3228,1.0
39,95,2318,4.0
43,20,1733,3.5
16,25,2104,1.5
136,200,2447,9.5
15,20,2582,0.6333333333333333
8,20,1777,0.5833333333333334
7,20,2403,1.0
49,150,2460,4.0
39,40,2256,2.0
20,200,3105,1.0
17,25,2164,2.0
77,25,2012,6.5
5,20,2839,0.6166666666666667
162,85,1872,31.5
54,20,2302,2.5
5,20,2376,0.7
33,95,2312,1.5
23,0,2793,3.5
83,50,2649,10.5
16,50,2601,1.0
24,80,1745,3.0
25,200,1677,2.0
78,30,3507,5.0
11,20,1686,0.6666666666666666
48,20,2809,1.5
402,200,1916,32.5
13,20,3066,1.5
43,95,2105,3.0
74,35,2673,8.0
11,25,2028,1.0
22,0,3452,2.0
28,85,2402,2.0
15,20,2746,0.6166666666666667
24,20,2618,4.0
15,25,2425,1.0
31,40,2221,4.5
28,20,1648,2.5
9,20,2018,8.0
53,70,1851,7.0
17,125,1720,1.0
32,50,2745,2.0
7,20,1801,0.6166666666666667
42,25,1765,3.5
7,20,2897,1.0
5,20,1970,0.6166666666666667
66,200,1989,6.0
20,50,2860,3.5
15,50,1960,1.0
9,55,2248,0.6666666666666666
12,195,2104,1.5
13,20,2308,1.0
57,30,2525,3.5
50,150,1993,4.5
9,30,2801,1.5
23,20,1785,2.0
10,35,2691,1.0
9,50,1654,2.0
7,35,2152,1.5
52,70,2124,3.5
39,150,1886,5.0
15,50,2092,2.0
38,200,2980,2.5
16,45,1965,2.0
12,200,2217,2.5
13,35,1684,0.5166666666666666
43,40,1913,5.5
16,35,1674,1.0
13,45,2616,3.0
27,95,2420,2.5
14,45,2156,2.0
11,40,2334,1.0
37,200,2173,2.0
31,30,2528,0.7
17,20,2332,1.5
173,110,2253,16.0
11,0,2831,0.5666666666666667
28,95,2475,2.5
12,20,1839,0.6333333333333333
26,145,2215,1.5
24,20,2562,1.5
53,20,1697,1.5
119,80,1710,13.0
6,20,3071,1.5
7,30,2080,0.6666666666666666
32,40,1807,4.0
23,50,1704,3.0
19,40,2727,1.5
22,0,2186,2.5
84,95,2652,7.0
34,50,2278,1.5
25,135,1867,2.5
30,0,2651,2.0
13,20,2794,1.0
12,20,2665,1.5
131,80,1725,12.5
6,0,2744,0.6
16,20,2756,1.5
72,20,2744,5.5
27,25,1691,3.5
14,40,2076,1.5
16,20,2147,0.6666666666666666
77,50,2103,13.0
22,20,2242,1.5
11,30,2155,1.5
10,20,2000,1.0
46,20,1799,6.5
34,50,2231,1.5
43,115,2068,4.5
20,50,2686,4.0
115,95,2517,2.5
17,20,2899,1.5
44,100,2358,1.5
14,0,1712,1.0
45,115,2171,4.5
29,75,1944,2.0
24,100,2055,2.5
43,50,1990,2.0
9,0,1768,0.7333333333333333
37,120,1930,3.0
55,20,2886,3.0
28,50,2028,5.0
12,20,2099,1.0
17,200,1863,1.0
30,0,1681,3.5
45,20,2329,5.0
5,50,2103,0.55
54,35,2957,7.5
112,45,2276,3.0
22,50,1953,2.0
34,60,1733,1.5
52,65,2075,4.5
19,20,2913,1.5
13,120,2309,1.5
21,20,2175,3.0
12,45,1928,1.5
27,50,2398,5.5
80,50,2853,4.0
353,200,2655,48.5
77,95,2467,6.0
61,195,2123,4.5
35,95,1811,3.5
20,20,2063,0.6166666666666667
12,30,2556,2.0
13,0,1904,1.0
110,200,2291,7.5
15,75,2455,1.5
61,200,2020,4.5
22,40,2368,2.5
10,35,1724,0.6666666666666666
12,30,2811,0.5666666666666667
141,50,2335,8.0
8,80,2392,1.0
110,195,1916,5.5
14,90,1856,0.7333333333333333
38,80,1879,2.5
40,195,1847,4.5
26,200,2406,2.5
147,50,2867,20.0
30,20,2631,2.0
32,40,2096,4.5
29,50,2227,2.5
26,55,3021,2.0
8,0,1843,0.5666666666666667
16,100,1677,1.5
25,200,2455,2.5
57,50,2516,3.0
10,40,1667,1.0
0,20,2214,0.0
9,50,1654,2.0
20,35,2332,1.0
51,45,1846,2.5
18,20,2302,1.0
16,20,2014,1.0
321,50,1838,3.5
5,20,2277,0.5666666666666667
77,195,2420,7.5
51,200,2578,5.5
49,20,2643,8.5
16,200,2406,2.5
13,40,1843,1.0
20,30,1789,1.0
17,20,2637,1.0
32,50,2754,5.0
37,55,1697,0.7
75,25,3286,3.5
64,35,2007,5.5
98,70,2196,13.0
49,195,2293,4.0
12,80,2022,0.6666666666666666
81,50,3137,5.0
63,40,1786,7.0
19,20,2665,1.5
17,50,2158,3.0
11,55,1727,1.0
56,50,2004,8.0
55,125,2082,2.5
6,20,1943,1.5
29,200,1860,4.5
26,40,2063,1.5
26,20,3020,3.5
12,30,1981,2.0
40,50,1902,5.5
358,50,1856,66.5
34,20,2791,6.0
41,30,2999,2.5
15,0,2702,1.0
28,200,2377,3.5
6,20,2602,1.0
15,60,3240,2.0
301,200,2279,25.5
36,60,2638,2.5
16,95,1907,3.0
82,75,3183,11.5
30,65,2230,4.0
13,30,2055,1.0
21,35,1654,3.0
18,95,2266,1.5
37,40,2250,6.5
48,95,2061,2.0
20,20,2315,0.6166666666666667
24,75,1683,2.0
26,35,1909,1.0
29,50,2161,2.0
16,0,2586,1.5
28,120,2027,2.5
15,40,2431,0.5666666666666667
18,50,2126,2.0
42,30,1808,2.5
36,20,2762,2.0
59,35,2656,2.0
12,200,1727,1.5
131,85,3134,7.5
14,25,2413,1.5
60,50,1831,8.5
9,50,2073,1.5
22,85,2275,1.5
38,50,2504,4.0
21,50,2858,3.5
17,45,1917,1.0
39,20,1931,3.0
17,100,1953,1.5
23,20,2120,2.0
32,200,2406,4.0
19,75,2392,1.5
77,50,1698,8.0
19,0,2186,1.0
14,75,2291,1.5
25,100,2068,2.5
10,50,2618,1.0
23,20,1970,2.0
11,20,2266,2.5
33,200,2188,2.5
72,40,2042,3.0
197,190,2546,21.5
48,50,2329,3.5
34,40,2802,1.5
53,50,1843,7.5
14,35,2607,1.0
49,50,1685,2.5
20,0,1649,1.5
39,50,2249,9.0
17,0,2811,1.0
11,20,2344,2.0
26,200,1676,1.0
24,50,2816,6.0
46,50,2097,8.0
18,20,2279,1.0
38,70,1717,2.0
19,20,2402,0.5166666666666666
24,55,2576,3.0
24,20,2745,5.5
40,85,2235,10.5
6,20,3014,1.5
20,45,2659,2.0
8,50,1844,1.0
103,120,2374,6.5
25,90,1678,2.0
15,45,1690,1.0
21,20,2070,1.0
17,25,2859,1.5
15,20,2566,1.0
47,20,2536,8.0
57,200,3049,8.0
272,150,2365,26.0
45,95,2573,2.0
10,25,2162,1.5
320,200,1894,23.5
24,0,2012,5.5
27,20,3417,1.0
63,60,2182,5.5
72,50,1717,5.5
25,20,2119,1.5
14,20,1815,1.0
21,50,1793,1.5
24,195,2217,1.0
17,0,2887,3.0
27,20,1866,1.5
129,200,1880,15.5
17,0,1931,0.7333333333333333
16,100,2342,1.0
29,40,1808,3.0
91,180,2137,4.5
94,200,2315,8.5
24,20,2130,3.0
62,195,1706,5.0
45,75,1669,6.0
59,100,2247,3.5
9,200,2356,1.5
7,20,2148,0.5666666666666667
39,50,2854,1.0
9,50,1839,2.0
32,20,2251,2.5
29,100,2534,3.5
41,85,2544,2.0
29,65,2260,2.0
18,0,2551,3.0
48,145,2071,8.0
50,85,1663,3.0
12,50,1654,2.0
22,20,1971,1.5
6,20,1663,0.55
30,100,1674,1.5
70,40,2048,14.0
58,125,1720,6.0
19,45,1729,1.0
15,45,2140,1.5
30,35,2016,2.0
54,195,2005,6.0
23,20,1879,1.5
81,150,2083,4.5
26,200,2240,3.5
24,75,3292,4.0
5,20,2419,1.0
56,35,1797,5.5
90,20,2863,10.5
52,100,2241,4.0
8,25,1689,0.6833333333333333
35,80,1990,3.0
56,195,2598,5.5
27,20,1721,1.5
15,50,1687,1.5
40,95,2402,4.5
34,20,2965,1.5
28,20,2255,3.0
29,200,1823,2.0
5,25,2035,0.6166666666666667
53,175,1791,8.5
21,20,2473,1.5
49,25,2111,4.5
16,20,1664,1.5
15,200,2323,0.5166666666666666
42,135,2418,3.5
19,50,2649,2.5
27,40,1720,6.0
123,30,2447,9.0
41,30,2532,12.0
18,40,2061,1.5
13,50,2448,1.5
7,115,1955,1.0
7,85,1794,0.6333333333333333
28,50,2194,3.0
26,195,2299,3.5
64,20,2797,8.0
9,20,2195,1.5
55,20,2484,7.0
8,50,2283,0.5666666666666667
12,95,2725,1.5
43,20,2154,1.0
30,20,2144,2.5
77,195,2482,12.0
62,20,2798,5.5
21,20,2888,2.0
25,70,2190,3.5
12,20,1843,2.0
14,30,1821,1.0
13,0,1781,2.0
115,85,2494,6.5
64,50,2738,3.5
342,200,2259,43.0
28,25,2052,3.0
64,20,2312,7.5
24,20,2529,1.0
12,40,1851,0.6333333333333333
33,170,2243,3.5
18,50,2225,1.5
92,125,2427,12.5
12,20,2202,2.0
8,0,1664,1.0
10,20,2888,1.0
12,40,2096,1.5
779,200,3064,44.5
8,20,2413,1.5
24,160,2668,2.0
7,65,1726,0.5666666666666667
6,40,1929,0.6333333333333333
45,20,2017,2.5
33,200,1655,4.0
55,200,1710,4.5
15,50,2365,2.5
10,60,3237,2.0
38,25,2216,4.5
24,50,1962,2.0
54,0,2264,2.0
5,0,1846,0.6166666666666667
30,20,1914,4.5
12,20,2527,0.7
43,125,1811,3.0
111,200,2509,17.0
69,80,1831,8.0
12,40,2137,0.6833333333333333
40,195,2255,3.5
23,0,2568,1.5
9,20,3013,2.0
33,200,2167,2.5
14,20,2622,1.5
98,195,2322,13.0
28,55,2400,1.5
5,20,2914,1.0
97,90,1849,7.0
55,50,2656,7.0
21,180,1754,2.0
20,20,2095,1.0
98,85,3134,10.5
22,50,2791,2.5
53,20,2254,3.0
140,125,2143,11.0
87,195,1699,8.5
12,20,1698,0.5166666666666666
27,20,2774,1.5
17,200,1742,1.5
12,20,1944,0.6666666666666666
24,95,2335,2.0
89,195,1748,20.5
18,40,1892,2.5
15,20,2900,1.0
78,50,2489,14.0
16,35,2718,1.5
221,200,2411,18.0
77,0,2027,6.5
71,20,3125,3.5
56,75,1831,5.5
20,20,2019,10.5
111,140,2056,9.0
17,30,3385,1.5
24,50,1697,2.0
56,75,2164,3.0
10,30,2563,2.0
27,200,1811,2.0
45,100,1857,4.5
49,110,2666,4.0
7,20,2194,0.6333333333333333
21,0,2528,3.0
43,50,2120,8.0
31,25,2501,3.5
12,50,2294,1.0
10,200,1815,2.0
31,20,2482,2.5
33,200,1761,3.0
7,35,1930,0.7
5,0,2831,0.6666666666666666
10,60,2159,1.0
25,0,2214,2.0
67,100,2094,5.0
24,100,2109,1.5
5,50,2598,0.6333333333333333
21,50,2477,3.0
60,50,2368,3.5
15,150,1779,0.65
12,20,2773,1.0
68,80,2006,6.5
21,45,2150,4.5
20,35,2348,2.0
20,25,2641,1.5
99,150,1778,9.0
40,45,2049,2.0
63,150,1846,8.5
75,60,2762,15.5
12,30,1958,0.6166666666666667
24,195,1831,4.0
10,0,1862,1.5
48,125,1937,4.0
26,20,2360,2.5
5,135,1955,0.5
35,75,3288,7.0
11,20,1954,0.55
176,25,1891,5.0
47,165,1754,5.5
21,100,2091,1.0
143,50,3311,15.5
19,35,2647,1.5
41,95,2049,6.0
22,60,1931,1.5
25,100,2137,2.0
17,50,1712,1.5
46,60,1818,6.5
19,20,2056,1.5
23,85,1958,4.5
50,50,2307,10.0
23,20,1653,1.5
13,20,2013,1.0
29,50,3473,2.5
31,40,2005,3.0
23,50,2801,4.0
12,25,2458,2.0
31,40,2543,4.0
8,30,1983,0.5333333333333333
35,20,1902,2.0
19,115,2202,1.0
5,20,3071,1.0
29,50,1712,2.0
19,30,1837,4.5
20,20,2279,0.55
84,195,2357,7.5
41,100,1670,1.5
7,0,2048,0.5333333333333333
20,0,2182,3.0
12,195,1803,1.5
12,20,2479,0.45
215,85,2749,10.5
18,200,3110,1.0
27,20,2782,0.7333333333333333
19,40,2383,2.0
15,40,1754,1.0
61,195,2469,6.0
15,20,2857,1.5
118,195,2510,18.5
6,50,3137,1.0
8,20,1662,1.0
76,200,2311,5.0
82,30,2045,8.0
7,35,2836,1.5
11,20,2356,0.7
23,20,2579,1.0
44,0,1745,2.0
9,40,2462,1.0
16,20,2455,2.0
11,40,1899,1.5
39,40,1997,2.0
25,95,2290,1.5
11,40,2097,1.5
33,70,2368,4.0
13,75,2052,1.0
21,20,1968,1.5
35,70,2251,1.0
20,95,2028,2.0
49,45,2153,6.0
225,50,1915,78.5
6,20,2665,0.5666666666666667
20,50,2298,2.0
102,50,2460,7.5
14,20,2411,0.6833333333333333
271,200,2376,22.5
27,20,2275,1.0
19,40,2342,2.0
41,100,2077,3.0
5,20,3071,1.0
10,25,1711,1.0
6,20,2244,0.6
19,95,2536,2.0
20,25,2228,1.5
20,75,2432,1.5
19,55,3508,2.0
117,195,1981,14.0
13,40,2836,2.5
85,65,3335,62.0
9,20,2273,0.5333333333333333
103,105,2039,12.0
67,50,3602,7.0
89,20,2348,4.0
11,40,1796,1.0
57,50,2865,3.5
33,200,1901,6.0
30,20,2075,3.0
42,100,1713,2.0
28,100,2125,2.0
114,150,1789,13.0
35,40,1776,1.5
136,145,1664,8.0
29,150,2144,2.0
21,20,3235,3.0
17,50,2801,3.0
7,20,1716,0.5666666666666667
122,30,2171,12.0
6,0,2182,0.6833333333333333
27,40,2243,3.5
35,200,2407,1.5
26,20,2794,3.5
28,0,2578,3.5
15,40,1709,2.5
16,55,2690,1.0
14,50,1837,2.5
15,120,2340,1.0
13,20,2966,4.0
113,50,2996,24.0
10,50,2377,1.0
74,50,2532,1.5
84,35,2902,8.0
25,195,1697,2.0
61,200,1993,4.5
67,145,2515,8.5
43,100,2168,3.0
20,70,1660,3.5
53,20,1978,7.0
116,50,2335,16.0
43,200,1786,2.0
25,50,2305,1.5
7,50,1993,1.5
34,30,2942,3.0
59,35,1684,5.0
110,195,1795,13.0
28,20,2272,1.0
35,50,2840,5.0
39,40,2556,2.0
14,0,1717,2.0
11,100,1683,1.0
20,100,2418,1.0
29,40,2096,3.0
25,50,2067,6.0
77,150,2318,4.5
23,20,2420,0.5
32,20,1689,3.5
44,100,2118,5.0
25,50,2087,6.0
28,40,2096,2.0
7,120,1950,1.0
14,45,2649,0.65
51,50,3091,24.0
22,95,2319,1.5
240,95,2333,23.0
32,50,2362,1.0
34,25,2368,1.0
130,50,2847,7.0
26,50,3072,1.5
23,150,2748,2.5
68,35,2669,1.5
19,40,1969,1.5
33,75,2972,20.0
21,20,2363,2.0
59,95,1954,2.0
46,20,2543,2.0
17,0,2845,2.0
25,40,2189,2.5
123,35,2569,7.0
9,0,2840,2.0
63,50,1976,7.5
23,20,3138,1.5
11,50,3078,5.0
44,75,3155,5.5
77,195,1854,11.5
16,20,2579,1.5
11,40,1788,1.0
31,195,2165,1.5
57,50,1942,4.0
18,0,2298,1.0
60,20,2167,4.0
17,195,2102,3.0
20,0,1969,1.5
7,20,2825,1.0
281,200,2235,22.5
286,180,2449,29.5
41,75,1732,1.0
75,200,1753,12.0
17,20,1675,3.5
29,150,2329,0.6833333333333333
22,145,2068,1.5
26,40,1811,2.0
36,95,1684,3.0
45,60,2685,3.0
55,50,2132,6.0
11,0,2074,0.6666666666666666
25,150,2808,3.0
12,185,1782,1.0
37,30,2054,3.0
38,20,2077,2.0
18,20,2364,1.0
17,85,2062,2.0
83,200,1964,3.0
25,50,2278,2.5
49,20,2427,3.5
26,25,3156,3.0
20,75,2234,1.5
20,60,2621,1.5
133,200,1881,19.5
11,200,2856,1.5
46,20,2209,4.0
26,55,2454,3.5
7,40,1873,0.5166666666666666
16,20,1709,1.5
20,0,1699,1.0
144,200,2828,8.5
28,200,2236,3.0
17,20,2596,0.5333333333333333
10,55,2280,1.0
21,20,2833,2.5
11,30,2689,0.6333333333333333
21,20,1702,1.5
56,30,1790,5.0
30,50,2791,3.0
77,40,2389,14.5
41,20,2108,4.0
10,75,2202,1.0
39,20,2244,2.5
16,150,2565,5.0
77,50,2460,5.0
57,45,2529,6.0
17,20,2716,1.5
24,20,2161,2.5
46,20,2513,2.0
45,180,3239,11.0
28,0,2132,2.0
35,150,1839,3.0
22,20,2260,1.5
36,95,2397,5.0
39,200,2251,3.0
14,35,2082,1.0
21,20,1717,2.0
27,0,3135,3.5
58,0,2358,3.0
491,200,2159,57.0
41,55,2690,3.0
61,45,2412,4.0
29,0,2749,4.0
39,200,2501,6.5
8,20,2953,0.6166666666666667
15,50,2552,2.5
22,40,1690,1.5
13,20,2535,1.5
22,0,2487,1.0
18,200,1764,3.5
34,35,3091,2.0
10,30,2020,1.5
11,30,2466,1.0
33,60,1852,6.0
49,20,2836,3.5
109,50,1864,13.0
87,30,1694,9.0
62,145,2521,6.0
25,0,1909,1.5
25,175,2463,2.0
20,25,2577,1.5
8,20,2451,1.0
8,0,2803,1.0
47,60,2541,4.0
52,200,1648,2.5
16,35,2237,1.5
45,50,3326,5.0
20,120,2255,1.0
142,160,1705,8.0
33,200,1832,4.0
9,20,2668,0.6666666666666666
28,0,1975,2.5
13,20,2249,1.5
39,50,2034,2.5
42,200,2645,5.5
23,0,2689,1.0
16,25,1895,2.0
6,50,1910,0.6666666666666666
72,20,2178,4.0
10,20,2482,1.0
48,40,2872,6.5
44,75,2235,3.5
82,50,2845,4.0
108,50,2628,7.0
14,20,2358,1.0
9,50,1655,1.5
23,0,2476,0.6166666666666667
34,115,1916,4.0
27,25,1970,0.6333333333333333
12,20,2244,0.5666666666666667
73,50,2564,5.5
38,30,1677,6.5
29,20,2511,1.5
48,30,2264,2.5
36,120,1823,4.5
15,20,2426,1.5
22,100,2449,2.5
78,125,1821,9.0
12,50,2078,1.0
40,105,1908,3.5
31,30,1671,1.5
41,130,2178,5.0
108,95,2534,9.5
24,40,2535,4.5
12,100,1725,1.0
30,20,2027,2.0
18,40,1868,2.5
27,50,2402,2.0
9,20,2299,0.7166666666666667
29,0,2503,4.0
47,75,1718,1.5
52,65,2000,3.5
13,20,2302,2.0
101,75,2190,4.5
44,30,1958,3.0
79,195,1746,11.5
34,50,1762,2.0
54,50,2523,6.0
9,20,2825,0.6166666666666667
39,60,2239,3.0
28,20,2130,4.0
26,200,1921,3.5
33,115,2525,2.0
13,115,1674,1.0
47,20,2244,2.5
15,60,2179,20.0
19,200,2526,2.0
25,20,3302,2.0
51,25,2166,4.5
12,50,2242,0.6833333333333333
54,20,2697,10.5
7,20,3141,5.5
28,20,2176,3.5
22,200,1796,1.0
9,0,1696,1.0
23,45,1982,3.5
17,45,1679,1.0
17,20,2082,1.0
58,20,2275,5.5
43,195,1890,3.0
14,20,2900,1.5
9,20,2838,1.5
26,20,2153,1.5
22,60,1709,3.5
13,20,2361,1.0
12,30,3151,1.0
23,25,1681,0.6
8,50,2297,1.0
90,200,2287,6.5
12,20,1885,1.5
16,35,2862,2.0
54,120,1781,3.0
49,50,1807,5.5
13,125,1866,1.0
34,30,2487,3.0
14,40,2032,1.5
291,200,1910,31.0
44,95,2593,2.5
24,20,1655,1.0
9,40,2096,1.5
47,190,2894,12.5
20,95,3091,1.5
11,0,2062,0.5333333333333333
77,50,2564,4.5
23,95,1910,1.5
183,20,2405,2.0
11,40,2196,1.0
329,190,2158,22.0
384,200,2252,76.5
85,200,2469,8.0
4,20,1916,0.3166666666666666
7,20,2825,0.5666666666666667
29,50,1712,4.0
122,100,2517,19.0
191,200,1779,31.5
21,65,1767,0.7333333333333333
21,0,2711,2.0
58,100,1877,3.5
54,195,2326,3.5
134,20,2655,11.5
28,50,2033,3.0
15,45,2532,0.6
29,20,2695,4.5
195,145,1716,12.5
17,0,2116,1.5
32,50,2222,4.5
37,200,1675,2.5
24,100,1958,1.5
15,20,2622,0.6666666666666666
27,20,2123,2.0
21,100,2982,1.5
66,200,1767,3.5
17,20,2496,0.7
23,65,1712,3.0
11,35,1684,1.0
8,65,1878,1.0
107,180,2590,14.5
8,45,1947,0.55
12,20,2040,0.5666666666666667
38,155,2880,4.5
28,50,2266,2.5
15,20,2565,1.0
19,20,2723,2.5
71,45,1772,11.0
13,200,2110,2.0
38,25,2805,2.5
20,75,2803,1.0
10,55,2290,1.0
22,120,2187,1.5
10,95,1981,1.0
61,195,1790,12.5
28,0,2140,1.5
41,95,2202,3.0
15,200,1726,1.0
53,50,3545,4.0
70,50,1892,1.5
31,95,3246,2.0
20,40,2618,2.5
19,35,2511,1.0
5,20,2508,0.7166666666666667
91,50,2350,13.0
19,195,1837,2.5
127,35,1816,31.5
19,25,2130,1.5
28,20,2467,3.5
61,200,1959,15.0
75,100,3117,5.0
23,50,1733,3.0
33,30,2271,1.5
15,135,2634,1.5
22,20,2138,2.0
29,100,1768,1.0
174,195,2179,10.0
9,20,2444,0.5333333333333333
12,0,2682,1.5
5,50,2556,1.0
23,25,2176,2.5
21,80,2297,2.0
39,30,2284,4.0
37,200,1977,2.0
28,20,2534,2.0
24,30,2339,3.5
70,20,2668,8.0
21,30,2579,3.5
44,75,2395,3.0
74,45,3012,13.0
31,60,2267,3.0
30,0,2832,3.0
25,20,1874,1.0
25,150,2130,1.5
30,200,1672,3.0
15,0,2369,1.0
15,20,2305,1.0
96,100,2511,17.0
37,30,1767,4.0
24,200,1802,1.0
28,50,2108,6.5
23,40,2335,2.5
46,50,2509,3.5
10,30,1739,1.0
13,20,2382,2.0
43,25,2210,2.0
84,75,1807,5.5
28,200,2368,4.0
45,25,2166,4.0
15,30,2542,2.5
14,20,3237,1.0
77,50,2868,5.0
14,35,2869,2.0
26,0,1705,4.5
48,30,1814,6.5
37,65,2268,4.0
11,50,1720,1.0
16,50,2860,2.5
25,30,2728,4.0
59,20,2330,2.0
29,50,2103,3.5
12,20,2749,0.7
65,95,3006,68.5
11,40,2039,1.0
29,30,2574,5.0
6,135,1954,0.5
18,35,1713,1.0
36,0,1685,2.5
14,40,1875,1.5
62,120,1965,7.5
10,25,1850,1.0
41,25,2190,4.0
16,95,1937,2.0
10,20,2887,1.0
11,20,3062,4.0
80,50,2776,11.0
19,50,1858,2.5
71,120,2176,12.0
105,95,1864,18.5
42,200,1949,2.0
138,195,2601,7.5
12,0,2162,0.5166666666666666
27,25,2596,2.5
49,20,2018,2.5
69,145,2040,12.5
46,200,1768,2.5
66,200,1794,6.0
31,200,1992,2.0
102,120,2502,14.5
14,20,2188,1.0
24,50,2860,4.5
8,200,1744,1.0
18,20,1703,1.5
27,195,1755,6.5
30,20,2484,2.0
19,195,2308,1.5
21,150,2720,3.0
43,75,2129,0.5
33,20,2159,5.0
9,20,2017,1.0
38,40,2096,3.0
51,175,1964,4.0
34,45,2156,5.0
57,100,2444,5.5
85,200,2335,6.5
84,150,2400,5.0
54,50,2357,10.0
15,45,1687,2.5
42,95,2117,3.0
28,75,1937,2.0
22,95,2052,2.5
27,150,1780,1.5
17,95,1786,1.5
28,60,2636,6.5
31,125,2504,3.5
19,30,1992,2.0
88,60,2724,23.0
32,200,1923,4.5
174,200,1784,20.5
7,20,2075,0.6833333333333333
8,60,1649,1.0
12,30,2252,0.5
86,20,2321,4.0
50,60,2641,9.0
17,50,2793,1.5
224,200,2124,44.5
18,0,1661,1.0
14,20,2474,1.0
56,40,1881,4.0
14,20,1944,1.0
54,60,2664,10.0
36,50,2682,1.0
37,155,2250,2.0
17,20,1985,1.5
19,25,1695,2.0
23,145,2250,2.5
12,90,1795,1.0
16,0,3198,1.5
36,40,2256,6.5
5,50,2413,1.0
21,0,3027,1.0
25,20,2771,7.5
17,35,2504,1.0
135,190,1873,9.5
31,200,1781,1.5
18,200,1767,2.0
32,95,1888,3.5
11,20,2370,1.0
17,20,2909,2.0
10,40,1969,1.0
88,0,2122,6.5
44,160,1981,3.5
9,35,1739,0.7
7,45,1817,0.6333333333333333
9,30,2188,1.0
24,200,1935,4.0
41,95,2143,3.0
78,95,2062,11.5
38,95,2083,2.5
54,50,1730,1.5
15,0,2327,0.6166666666666667
15,200,2357,1.5
196,40,1818,5.5
10,55,1712,1.0
52,195,2584,5.5
133,50,2577,15.5
41,30,1794,5.0
27,50,2805,3.0
79,150,2006,7.5
60,50,2350,2.5
27,180,2083,2.5
11,195,2080,1.5
40,120,2167,3.5
69,20,2178,3.0
7,0,2460,0.7
126,110,2006,7.5
8,40,1969,1.0
23,90,1744,2.0
330,65,1931,32.5
17,30,2749,14.5
108,20,2907,3.5
30,50,2397,1.0
16,40,1713,1.5
25,150,2337,1.5
13,200,1901,0.6833333333333333
462,150,2045,62.0
26,40,2163,3.5
18,20,1766,1.0
65,70,2165,3.0
43,20,2694,6.0
36,20,3363,2.0
14,200,1823,1.5
34,20,2502,4.0
115,110,1889,12.5
9,20,2336,0.5833333333333334
26,195,1763,3.5
107,20,1656,10.5
24,125,1802,2.5
17,200,1908,1.0
11,40,2096,1.5
12,20,2407,1.5
36,25,2608,7.5
10,20,2009,1.0
37,35,2670,3.0
113,80,2151,5.5
51,125,2462,4.5
118,200,2119,24.5
21,50,2101,2.5
6,20,2377,1.0
22,50,1685,1.0
87,30,2046,11.5
32,100,2364,3.5
15,20,2390,0.5333333333333333
27,20,2305,4.5
22,200,1662,1.0
10,50,1655,1.5
22,165,1883,2.5
35,25,2543,2.5
15,20,1969,1.0
15,40,2333,3.0
59,95,1828,2.0
35,20,1990,1.5
12,20,2318,1.0
53,135,1655,12.5
130,35,1796,31.5
23,200,1656,1.5
22,150,2431,2.5
44,25,2347,3.0
90,100,2411,10.5
53,75,2215,11.5
17,20,2406,1.0
80,150,1733,7.5
13,25,1752,1.0
51,50,2081,3.0
316,180,2465,24.5
16,20,1807,3.0
11,0,2102,0.6666666666666666
57,150,2155,15.0
18,20,2374,2.0
86,95,1710,5.5
125,50,3491,12.5
27,100,1767,3.0
7,25,2818,2.0
13,0,2302,0.5333333333333333
10,20,3097,1.0
48,145,1985,4.5
84,195,1713,8.0
36,50,2238,3.0
29,20,1676,2.0
71,50,2794,3.5
28,25,2762,4.0
61,95,2168,14.5
10,0,2107,2.0
19,35,2299,2.5
19,45,2502,2.5
13,70,2175,1.0
23,30,2762,2.0
25,20,1718,3.0
27,120,2139,2.0
22,20,2173,2.5
126,195,1872,13.5
33,20,2702,0.6166666666666667
8,20,2836,1.0
8,25,2122,0.6333333333333333
150,200,1822,11.5
14,60,3247,3.0
40,50,2178,4.5
35,30,2227,1.5
47,20,2019,4.5
37,50,2578,5.5
38,70,2493,3.5
24,105,3013,7.5
29,30,1716,2.0
78,50,1937,7.0
19,20,1739,3.5
5,20,3071,1.0
15,40,2096,2.5
50,40,3037,8.5
56,50,1873,8.0
30,200,2608,1.5
5,25,1713,0.1333333333333333
15,50,2732,1.5
15,50,2249,0.6
74,25,2417,8.5
13,25,1769,1.0
28,70,2251,1.0
11,0,2175,1.0
8,0,2783,1.5
11,50,2294,0.6
21,0,1661,2.0
58,100,2398,10.5
73,20,1663,7.5
12,20,1753,2.0
17,20,2465,2.5
14,30,2473,4.0
82,200,1854,9.0
204,200,2056,16.5
36,40,2342,1.0
12,40,1947,1.0
35,95,1662,5.0
70,20,2192,8.5
58,20,3055,5.5
24,90,2269,4.0
14,40,2614,1.0
41,95,2252,3.5
46,25,3386,7.0
26,200,1852,2.0
116,50,1787,10.5
20,50,1717,4.5
36,95,1913,5.5
17,40,1914,1.5
101,50,2068,9.5
44,55,2636,3.5
82,20,3774,4.0
64,200,1884,11.0
19,20,2028,4.0
55,20,2665,7.5
51,150,2355,6.5
45,30,2047,4.0
16,35,2854,2.0
43,95,2920,7.0
41,95,2131,2.5
95,50,2315,5.0
241,180,2737,17.5
9,50,1654,1.5
53,200,1712,2.0
11,95,2377,1.0
310,145,3146,34.0
37,180,1909,4.5
